,count,name
367,32048,Anthony
368,31888,Rana
369,31811,Weber
370,31792,Charles
371,31567,Cheng
372,31562,Michael
373,31519,Bates
374,31497,Sims
375,31472,Rao
376,31408,Hopkins
377,31309,Marquez
378,31254,Gregory
379,31210,Cross
380,31198,Pandey
381,31196,Tang
382,31154,Ball
383,31083,Stevenson
384,31041,Blake
385,30915,Rai
386,30819,Fleming
387,30718,Sutton
388,30366,Mercado
389,30348,Navarro
390,30345,Cameron
391,30192,Wade
392,30138,Schneider
393,30065,Pena
394,30055,Soto
395,30048,Welch
396,30013,Mccoy
397,29960,Hardy
398,29957,Jennings
399,29911,Alam
400,29856,Steele
401,29836,Delgado
402,29789,Benson
403,29764,Leung
404,29700,Abdullah
405,29571,Lloyd
406,29566,Mckenzie
407,29438,Chong
408,29337,Miles
409,29251,Beck
410,29245,Bowman
411,29238,Vega
412,29206,Webster
413,29143,Parsons
414,29107,Ortega
415,29102,Schultz
416,28972,Leonard
417,28942,Higgins
418,28820,Owen
419,28772,Garrett
420,28717,Brewer
421,28643,Newton
422,28609,Kapoor
423,28576,Fitzgerald
424,28557,Cortez
425,28533,Ann
426,28434,Norris
427,28415,Wilkinson
428,28266,Barnett
429,28251,Chauhan
430,28231,Nunez
431,28211,Potter
432,28189,Padilla
433,28144,Agrawal
434,28065,Aquino
435,27838,Gallagher
436,27746,Pham
437,27745,Burgess
438,27724,Lyons
439,27630,Moss
440,27619,Sharp
441,27585,Warner
442,27412,Cheung
443,27407,Srivastava
444,27343,Iqbal
445,27329,Prasad
446,27326,Fernandes
447,27301,Fields
448,27291,Garza
449,27196,Dennis
450,27049,Holt
451,26919,Oneill
452,26895,Luna
453,26867,Rhodes
454,26829,Keller
455,26732,Vazquez
456,26652,Moon
457,26563,Estrada
458,26531,Reeves
459,26524,Acosta
460,26466,Prince
461,26438,Lai
462,26413,Rowe
463,26375,Farmer
464,26280,Guerrero
465,26233,Blair
466,26197,Wolf
467,26191,Garg
468,26121,Moran
469,26115,Becker
470,26100,Brady
471,26073,Caldwell
472,26005,Law
473,25997,Terry
474,25992,Barber
475,25913,Rios
476,25851,Powers
477,25825,Marsh
478,25766,Hale
479,25631,Baldwin
480,25606,Molina
481,25414,Todd
482,25388,Manning
483,25255,Neal
484,25248,Patrick
485,25134,Logan
486,25124,Maxwell
487,25090,Klein
488,25044,Yap
489,25023,Hammond
490,24920,Haynes
491,24882,Francisco
492,24880,Walton
493,24854,Vincent
494,24824,Mclaughlin
495,24818,Bowen
496,24753,Richard
497,24735,Thornton
498,24690,Waters
499,24636,Bush
500,24636,Aziz
501,24613,Goodwin
502,24567,Mclean
503,24518,Cabrera
504,24494,Parks
505,24492,Nicole
506,24442,Atkinson
507,24436,Chin
508,24427,Chung
509,24377,Sandoval
510,24356,Frank
511,24349,Barton
512,24338,Omar
513,24239,Osborne
514,24217,Bond
515,24199,Shepherd
516,24192,Chandler
517,24188,Lang
518,24186,Figueroa
519,24147,Kay
520,24145,Rodgers
521,24129,Alvarado
522,24080,Norman
523,24035,Fernando
524,24027,Flynn
525,24007,Desai
526,23968,Thomson
527,23957,Horton
528,23929,Nicholson
529,23915,Fraser
530,23847,Casey
531,23757,Maldonado
532,23714,Cummings
533,23660,Nash
534,23571,Wolfe
535,23537,Serrano
536,23517,Kerr
537,23434,Thakur
538,23386,French
539,23344,Amin
540,23309,Rojas
541,23284,Christensen
542,23254,Shop
543,23247,Tyler
544,23139,Mack
545,23081,Malone
546,23027,Ang
547,23020,Townsend
548,22990,Abbas
549,22984,Pereira
550,22909,Samuel
551,22850,Sweet
552,22845,Farrell
553,22809,Tiwari
554,22807,Robbins
555,22803,Dominguez
556,22774,Gibbs
557,22716,Contreras
558,22668,Hogan
559,22657,Graves
560,22651,Solomon
561,22622,Shelton
562,22617,Sam
563,22576,Buchanan
564,22532,Brennan
565,22525,Bruce
566,22522,Chowdhury
567,22514,Fischer
568,22469,Ma
569,22459,Griffith
570,22415,Mcgee
571,22401,Suarez
572,22381,Lo
573,22369,Erickson
574,22364,Cool
575,22227,Goodman
576,22216,Yates
577,22173,Christian
578,22170,Choi
579,22161,Butt
580,22087,Byrne
581,22086,Swanson
582,21990,Schwartz
583,21984,Bird
584,21911,Byrd
585,21905,Frazier
586,21892,Morton
587,21839,Vaughn
588,21766,Low
589,21748,Olsen
590,21745,Summers
591,21741,Goh
592,21740,Petersen
593,21685,Soni
594,21636,Sinha
595,21603,Perera
596,21526,Booth
597,21501,Anand
598,21472,Garner
599,21445,Pineda
600,21386,Campos
601,21385,Baxter
602,21318,Bryan
603,21296,Mckay
604,21293,Harrington
605,21285,Jay
606,21236,Mcdaniel
607,21223,Wall
608,21223,Ramsey
609,21134,Chow
610,21076,Barry
611,21013,Lamb
612,20988,Robles
613,20975,Fuentes
614,20963,Valencia
615,20949,Lu
616,20881,Leblanc
617,20878,Stokes
618,20862,Drake
619,20843,Mckinney
620,20837,Kamal
621,20799,Briggs
622,20772,Curry
623,20764,Muhammad
624,20753,Glover
625,20734,Cannon
626,20726,Mejia
627,20704,Carey
628,20686,Grace
629,20683,Duran
630,20620,Ghosh
631,20614,Colon
632,20565,Roman
633,20564,Ingram
634,20471,Guy
635,20467,Avila
636,20460,Mahmoud
637,20456,Thapa
638,20453,Kane
639,20413,Hodges
640,20406,Leon
641,20378,Adam
642,20361,Pratt
643,20355,Raza
644,20355,Pearce
645,20350,Khalid
646,20270,Gabriel
647,20266,Saad
648,20258,Chu
649,20245,Rosales
650,20233,Kent
651,20232,Mcguire
652,20226,Nolan
653,20214,Clayton
654,20178,Wise
655,20162,Costa
656,20134,Savage
657,20129,Tate
658,20072,Manuel
659,20010,Chandra
660,19988,Jacob
661,19986,Abraham
662,19975,Mcbride
663,19951,Adel
664,19928,Mccormick
665,19918,Chaudhary
666,19913,Frost
667,19885,Sherman
668,19840,Harding
669,19833,Sparks
670,19808,Abbott
671,19768,Mullins
672,19766,Larsen
673,19719,Zimmerman
674,19684,Dee
675,19683,Norton
676,19661,Franco
677,19644,Skinner
678,19604,Hanna
679,19602,Carson
680,19599,Rodrigues
681,19583,Gurung
682,19569,Stephenson
683,19563,Griffiths
684,19557,Wilkins
685,19529,Bauer
686,19518,Shetty
687,19504,Goyal
688,19481,Dsouza
689,19479,Malhotra
690,19361,Bansal
691,19315,Hubbard
692,19312,Kemp
693,19266,Pope
694,19217,Saini
695,19196,Jose
696,19141,Reese
697,19099,Kirk
698,19098,Hampton
699,19097,Hines
700,19051,Soriano
701,19002,Preston
702,18996,Ferreira
703,18991,Aggarwal
704,18988,Poole
705,18970,Hutchinson
706,18924,Johns
707,18911,Burnett
708,18910,Bowers
709,18906,Short
710,18839,Snow
711,18838,Moody
712,18824,Randall
713,18770,Power
714,18741,Choudhary
715,18740,Joy
716,18737,Noble
717,18698,Foley
718,18667,Sinclair
719,18666,Harmon
720,18657,Mathews
721,18646,Solis
722,18623,House
723,18614,Rock
724,18602,Aja
725,18586,Rich
726,18569,Babu
727,18547,Mueller
728,18511,Jack
729,18448,Buckley
730,18431,Gross
731,18430,Tolentino
732,18378,Benjamin
733,18361,Rosario
734,18348,Small
735,18343,Ayala
736,18322,Pacheco
737,18314,Monroe
738,18310,Best
739,18307,Shukla
740,18246,Houston
741,18246,Espinoza
742,18223,Maria
743,18155,Bhatia
744,18146,Enriquez
745,18131,Schroeder
746,18125,Mcintyre
747,18113,Heath
748,18111,Kramer
749,18109,Kirby
750,18104,Levy
751,18076,Mohan
752,18071,Lara
753,18053,Saeed
754,17984,Dalton
755,17980,Han
756,17978,Chase
757,17925,Mathew
758,17924,Ling
759,17896,Cain
760,17877,Gates
761,17795,Holloway
762,17768,Gee
763,17764,Muller
764,17737,Adkins
765,17725,Calderon
766,17690,Sheikh
767,17680,Bartlett
768,17674,Joe
769,17634,Patton
770,17573,Hood
771,17558,Strickland
772,17557,Collier
773,17535,Santana
774,17498,Odonnell
775,17489,Atkins
776,17465,Marks
777,17427,Duffy
778,17402,Allison
779,17365,Velez
780,17365,Mcintosh
781,17365,Hancock
782,17353,Krishna
783,17331,Ocampo
784,17329,Sun
785,17328,Dillon
786,17319,Saleh
787,17318,Cooke
788,17312,Fitzpatrick
789,17303,Saxena
790,17294,Conway
791,17289,Hong
792,17285,Maher
793,17274,Khanna
794,17272,Wijaya
795,17256,Mcleod
796,17247,Sweeney
797,17246,Conner
798,17232,Valentine
799,17192,Andrade
800,17183,Floyd
801,17135,Moses
802,17122,Kulkarni
803,17113,Wilcox
804,17111,Camacho
805,17082,Krishnan
806,17080,Underwood
807,17080,Berg
808,17071,Dyer
809,17053,Prakash
810,17030,Elizabeth
811,17023,Mcmahon
812,16997,Velasquez
813,16986,Blue
814,16962,Cullen
815,16958,Bass
816,16948,Velasco
817,16934,Roth
818,16930,Koh
819,16911,Sutherland
820,16900,Flowers
821,16882,Morrow
822,16863,Hartman
823,16858,Tanner
824,16841,Boyle
825,16833,Brock
826,16817,Aguirre
827,16800,Ballard
828,16715,Dizon
829,16688,Cobb
830,16680,Domingo
831,16673,Siddiqui
832,16661,Shields
833,16659,Nielsen
834,16656,Stuart
835,16655,Peter
836,16648,Bear
837,16612,Massey
838,16611,Bernard
839,16569,Raymond
840,16545,Sawyer
841,16533,Samson
842,16512,Howe
843,16496,Dickson
844,16488,Cat
845,16480,Wyatt
846,16447,Leong
847,16415,Salinas
848,16404,Ashraf
849,16401,Antonio
850,16348,Zamora
851,16347,Bradford
852,16346,English
853,16344,Forbes
854,16336,York
855,16335,Middleton
856,16324,Meyers
857,16310,Joyce
858,16282,Reilly
859,16275,Davenport
860,16225,B
861,16161,Mohammad
862,16143,Bradshaw
863,16125,Walter
864,16102,Gomes
865,16087,Bee
866,16074,Hodge
867,16058,Smart
868,16043,Ashley
869,16031,Jean
870,16020,Valenzuela
871,16015,Mcmillan
872,15995,Javier
873,15966,Xu
874,15915,Greer
875,15886,Said
876,15854,Uddin
877,15849,Anwar
878,15839,Spence
879,15820,Donovan
880,15809,Horn
881,15806,Hobbs
882,15791,Barr
883,15759,Lindsey
884,15745,Whitehead
885,15730,Montoya
886,15692,Russo
887,15691,Jefferson
888,15689,Guerra
889,15684,Alex
890,15661,Villa
891,15640,Weiss
892,15615,Ansari
893,15614,Rivas
894,15607,Raja
895,15607,Andersen
896,15552,Mohd
897,15552,Copeland
898,15521,M
899,15513,Rehman
900,15510,Bridges
901,15506,Go
902,15497,Teo
903,15496,Mittal
904,15474,Vaughan
905,15456,Ram
906,15453,Kang
907,15453,Browne
908,15443,Shannon
909,15437,Carrillo
910,15434,Hess
911,15407,Jane
912,15399,Huynh
913,15387,Rashid
914,15369,Sheppard
915,15357,Saha
916,15346,Sampson
917,15329,S
918,15306,Mark
919,15263,Decker
920,15257,Goel
921,15253,Osman
922,15250,Haddad
923,15232,Slater
924,15209,Anne
925,15206,Gould
926,15187,Mcgrath
927,15180,Bentley
928,15177,Giles
929,15162,Keith
930,15154,Ferrer
931,15075,Donnelly
932,15056,Salas
933,15039,Knox
934,15023,Mostafa
935,15021,Whitaker
936,14997,Strong
937,14962,Pascual
938,14931,Peralta
939,14930,Eaton
940,14922,Starr
941,14916,Jarvis
942,14893,Singleton
943,14855,Daly
944,14847,Khoury
945,14835,Lindsay
946,14815,Mac
947,14803,Doherty
948,14801,Cervantes
949,14796,Gandhi
950,14781,Koch
951,14776,Mackenzie
952,14760,Yee
953,14738,Stark
954,14734,Archer
955,14731,Winter
956,14731,Dale
957,14720,Stafford
958,14716,Hurst
959,14700,Phelps
960,14687,Leach
961,14673,Winters
962,14673,Bhardwaj
963,14667,Humphrey
964,14667,Felix
965,14656,Gillespie
966,14590,Jha
967,14583,Hewitt
968,14575,Salah
969,14564,Khalil
970,14542,Salvador
971,14522,Connolly
972,14514,Cochran
973,14469,Qureshi
974,14460,Oconnell
975,14423,Woodward
976,14415,Shaffer
977,14405,Bhatt
978,14399,Church
979,14379,Donaldson
980,14378,Tam
981,14369,Albert
982,14341,Espinosa
983,14291,Oliveira
984,14276,Castaneda
985,14268,Nixon
986,14266,Jo
987,14260,Lozano
988,14247,Sim
989,14231,Grimes
990,14228,Clements
991,14224,Mccann
992,14223,Cardenas
993,14205,Landry
994,14201,Mustafa
995,14195,Delacruz
996,14181,Juarez
997,14177,Roach
998,14152,Mcdowell
999,14152,Hurley
1000,14137,Banerjee
1001,14127,Yong
1002,14123,Blackwell
1003,14100,Mayer
1004,14090,Boyer
1005,14088,Beard
1006,14086,Mcpherson
1007,14054,Parmar
1008,14051,Buck
1009,14033,Bean
1010,14031,Mahmood
1011,14021,Holden
1012,14017,Knowles
1013,14013,Gilmore
1014,14009,Golden
1015,14007,Sen
1016,13972,Glenn
1017,13959,Callahan
1018,13958,Jacobson
1019,13957,Villegas
1020,13926,Sarkar
1021,13921,Connor
1022,13920,Orr
1023,13920,Ochoa
1024,13902,Hooper
1025,13879,Pittman
1026,13874,Robert
1027,13856,Sarmiento
1028,13853,Mukherjee
1029,13839,Huff
1030,13838,Stein
1031,13838,Bullock
1032,13820,Fry
1033,13808,Angeles
1034,13791,Fong
1035,13776,Mckee
1036,13769,Dutta
1037,13756,Sandhu
1038,13736,Clay
1039,13729,Hendricks
1040,13723,Hull
1041,13720,Andrew
1042,13713,Melendez
1043,13704,Crane
1044,13684,Noel
1045,13659,Karim
1046,13658,Naik
1047,13658,Delaney
1048,13634,Mercer
1049,13634,Escobar
1050,13623,Hoover
1051,13615,Saleem
1052,13611,Herman
1053,13606,Kong
1054,13595,Carlos
1055,13591,Boone
1056,13555,Cho
1057,13551,Blanco
1058,13541,Mcconnell
1059,13490,Ware
1060,13453,Ko
1061,13447,Kurniawan
1062,13428,Berger
1063,13423,Sloan
1064,13404,Barron
1065,13399,Conley
1066,13398,Bolton
1067,13390,Yan
1068,13375,Trujillo
1069,13358,Madden
1070,13345,Wan
1071,13343,Mora
1072,13328,Arellano
1073,13294,Hartley
1074,13279,Lake
1075,13279,Case
1076,13278,Good
1077,13259,Christopher
1078,13245,Pinto
1079,13240,Arthur
1080,13219,Setiawan
1081,13217,Blackburn
1082,13208,Pollard
1083,13206,Garrison
1084,13199,Browning
1085,13181,Pal
1086,13180,Bright
1087,13179,Combs
1088,13172,Deleon
1089,13170,Ritchie
1090,13168,Field
1091,13164,Duke
1092,13126,Chopra
1093,13114,Samir
1094,13111,Tay
1095,13107,Mahoney
1096,13106,Lester
1097,13102,Mccullough
1098,13087,Wiggins
1099,13087,Avery
1100,13068,Rocha
1101,13049,Magdy
1102,13029,Phan
1103,13020,Rawat
1104,13014,Faulkner
1105,12992,Roberson
1106,12986,Glass
1107,12967,Mooney
1108,12943,Chew
1109,12939,Kidd
1110,12914,Hilton
1111,12911,Irwin
1112,12901,Uy
1113,12886,Henson
1114,12885,Leigh
1115,12869,Sy
1116,12868,Barlow
1117,12814,Vu
1118,12798,Potts
1119,12792,Manalo
1120,12779,Head
1121,12762,Gunawan
1122,12760,Zhou
1123,12754,Hebert
1124,12745,Beltran
1125,12743,Merritt
1126,12736,Nicholas
1127,12730,Allan
1128,12728,Pathak
1129,12710,Welsh
1130,12705,Beasley
1131,12700,Pitts
1132,12693,Richmond
1133,12680,Hayden
1134,12677,Mckenna
1135,12676,Yeo
1136,12669,Salem
1137,12660,Mcclure
1138,12660,Bray
1139,12631,Sexton
1140,12628,Villarreal
1141,12598,Horne
1142,12597,Arroyo
1143,12563,Mathis
1144,12558,Meadows
1145,12555,Sharpe
1146,12547,Parrish
1147,12535,Vance
1148,12530,Huffman
1149,12525,Sebastian
1150,12522,Rush
1151,12513,Rivers
1152,12508,Gibbons
1153,12497,C
1154,12491,Dias
1155,12490,Ventura
1156,12480,Weeks
1157,12478,Chakraborty
1158,12476,Emmanuel
1159,12455,Cline
1160,12451,Song
1161,12441,Livingston
1162,12431,Rosa
1163,12431,Mohamad
1164,12425,Alcantara
1165,12408,Kenny
1166,12400,Greenwood
1167,12398,Cherry
1168,12393,Arias
1169,12378,Finch
1170,12369,Bhandari
1171,12369,Baird
1172,12368,Dave
1173,12366,Mullen
1174,12362,Gautam
1175,12357,Noor
1176,12354,Conrad
1177,12352,Rae
1178,12347,Oneal
1179,12336,Syed
1180,12318,Pace
1181,12316,Blanchard
1182,12312,Stanton
1183,12311,Rowland
1184,12311,Crosby
1185,12299,Peck
1186,12296,Cassidy
1187,12285,Everett
1188,12281,Michelle
1189,12274,Dickerson
1190,12273,Frederick
1191,12269,Acevedo
1192,12236,Ellison
1193,12224,Mahajan
1194,12223,Jadhav
1195,12202,Wiley
1196,12189,Marin
1197,12186,Al
1198,12169,Mathur
1199,12144,Imran
1200,12127,Martins
1201,12127,Cash
1202,12112,Cowan
1203,12097,Biswas
1204,12075,Pugh
1205,12072,San
1206,12070,Ch
1207,12066,Hickey
1208,12059,Bravo
1209,12057,Mirza
1210,12035,Hensley
1211,12031,Ponce
1212,12026,William
1213,12023,Swan
1214,12018,Sosa
1215,12017,Spears
1216,12011,Menon
1217,12009,Melton
1218,12002,Yeung
1219,11997,Hoang
1220,11997,Cortes
1221,11995,Sanderson
1222,11994,Maynard
1223,11991,Costello
1224,11969,Mccall
1225,11960,Morse
1226,11953,Cordova
1227,11945,Truong
1228,11919,Salim
1229,11908,Rossi
1230,11906,Weston
1231,11904,Evangelista
1232,11899,Rasmussen
1233,11898,Hope
1234,11898,Harrell
1235,11890,Louis
1236,11867,Dodd
1237,11864,Loh
1238,11863,Mccabe
1239,11860,Kruger
1240,11858,Tong
1241,11843,Wills
1242,11827,Velazquez
1243,11823,Gallegos
1244,11818,Diamond
1245,11815,Mcdermott
1246,11805,Bob
1247,11785,Isaac
1248,11782,Botha
1249,11768,Read
1250,11768,Haider
1251,11765,Pritchard
1252,11758,Ngo
1253,11749,Proctor
1254,11744,Gamal
1255,11736,Fish
1256,11722,Mayo
1257,11722,Ly
1258,11713,Flanagan
1259,11706,Tripathi
1260,11703,Morin
1261,11694,Zhao
1262,11694,Junior
1263,11688,Hyde
1264,11683,Godfrey
1265,11673,Pennington
1266,11673,Light
1267,11665,Vergara
1268,11656,Knapp
1269,11651,Waller
1270,11649,Mcneil
1271,11649,Heart
1272,11647,Dickinson
1273,11645,Queen
1274,11638,Herbert
1275,11629,Chamberlain
1276,11614,Key
1277,11610,Trevino
1278,11598,Swift
1279,11590,Pawar
1280,11588,Pierre
1281,11584,Kline
1282,11584,Arif
1283,11583,Webber
1284,11579,Pradhan
1285,11561,Rubio
1286,11558,Cuevas
1287,11550,Victor
1288,11550,Jung
1289,11538,Durham
1290,11506,Hussein
1291,11486,Jamal
1292,11477,Lama
1293,11470,Mcclain
1294,11468,Pike
1295,11428,Lay
1296,11419,Hickman
1297,11416,Ha
1298,11405,Lancaster
1299,11404,Farley
1300,11383,Dwyer
1301,11379,Mcgowan
1302,11333,Kendall
1303,11329,Correa
1304,11322,Liang
1305,11320,Masters
1306,11314,Mariano
1307,11299,Do
1308,11298,So
1309,11293,Haley
1310,11284,Drew
1311,11276,Jaiswal
1312,11252,Habib
1313,11251,Concepcion
1314,11250,Maharjan
1315,11233,Holder
1316,11231,Chiu
1317,11231,Benitez
1318,11230,Rajput
1319,11227,Stout
1320,11222,Mcnamara
1321,11220,Maloney
1322,11217,Yusuf
1323,11213,Dang
1324,11210,Michaels
1325,11195,Sellers
1326,11191,Walls
1327,11190,Hu
1328,11187,Duarte
1329,11178,Bender
1330,11171,Grover
1331,11168,Aslam
1332,11164,Khaled
1333,11156,Romano
1334,11149,Ibarra
1335,11141,Braun
1336,11135,Barnard
1337,11133,Bernal
1338,11125,Gorman
1339,11113,Cordero
1340,11109,Javed
1341,11097,Barrera
1342,11076,Pang
1343,11076,Gold
1344,11075,Fung
1345,11073,Crowe
1346,11072,Hahn
1347,11068,Sykes
1348,11068,Schaefer
1349,11053,Orozco
1350,11045,Su
1351,11038,Chatterjee
1352,11033,Hui
1353,11025,Sayed
1354,11008,Fajardo
1355,10982,Lima
1356,10975,Christie
1357,10973,Corbett
1358,10970,Katz
1359,10964,Nieves
1360,10958,Brandt
1361,10945,Ash
1362,10940,Woodard
1363,10927,Othman
1364,10927,Jan
1365,10915,Mae
1366,10910,Sethi
1367,10895,Mcfarland
1368,10868,Calhoun
1369,10840,Shea
1370,10831,Elias
1371,10820,Newell
1372,10819,Coffey
1373,10815,Mcallister
1374,10804,Tariq
1375,10797,Lucero
1376,10793,Dubey
1377,10785,Compton
1378,10747,Oneil
1379,10745,Crowley
1380,10738,Montes
1381,10727,Tomlinson
1382,10719,Adhikari
1383,10718,Galloway
1384,10718,Dempsey
1385,10716,Fatima
1386,10707,Seymour
1387,10684,Gamble
1388,10676,Huber
1389,10676,Guevara
1390,10657,Lowery
1391,10647,Wei
1392,10637,Vo
1393,10636,Mcknight
